department,sub_department,department_id,category,sub_category,micro_category,title,description,skill_code,related_skills,bussiness_links,custom_tags,proficiency_level,assesment_method,certification_qualifications,experience_project,skill_status,skill_importance,legal_compliance_relevance,sop_practice_link,performance_metrics,common_errors_tips,sme_contacts,sub_skills,skill_flow,tasklist,status,approve_status,sub_institute_id,created_by,created_at,proficiency_level_encoded,related_skills_parsed
Aircraft Maintenance,Aircraft Maintenance,851.0,technical skills,industry-specific,Aircraft Maintenance,Aircraft Instrument Systems Maintenance,"Maintain aircraft instrument systems using appropriate resources and conduct functional tests after maintenance work. This includes maintenance of air data systems and instruments, gyroscopic instruments and compass systems, indication and warning systems, and flight data recording systems.",AER-ACO-1029-1.1,"[""Flight Instruments"",""Gyroscopic Systems"",""Data Recorders""]",https://en.wikipedia.org/wiki/Flight_instruments,"[""Instrumentation"",""Avionics"",""Calibration""]",4.0,"Calibration Test, Functional Check","DGCA AME Avionics License, Instrument Rating",Calibrating flight instruments for Indian regional aircraft.,High-demand,High,DGCA mandates regular calibration and certification of flight instruments.,https://www.dgca.gov.in/digigov-portal/,"Calibration Accuracy, System Reliability, Data Integrity","Sensor misalignment, Wiring faults, Data errors","Instrument Technician, Avionics Engineer","Pitot-Static Testing, Gyro Calibration, FDR Maintenance","Test instruments, Calibrate sensors, Verify data, Perform functional test, Document.","Check altimeters, Test air data computers, Inspect gyros, Service recorders.",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Flight Instruments', 'Gyroscopic Systems', 'Data Recorders']"
Aircraft Maintenance,Aircraft Maintenance,851.0,technical skills,industry-specific,Aircraft Maintenance,Aircraft Navigation and Automated Flight Systems Maintenance,"Maintain aircraft navigation and automated flight systems using appropriate resources and conduct functional tests after maintenance work. This includes maintenance of radar navigation, radio and inertial navigation, and automated flight control systems.",AER-ACO-1030-1.1,"[""Radar Systems"",""Inertial Navigation"",""Flight Control""]",https://en.wikipedia.org/wiki/Autopilot,"[""Navigation Systems"",""Autopilot"",""Radar""]",5.0,"System Integration Test, Flight Sim Check","DGCA B2 License, Autopilot Type Course",Maintaining autopilot systems for Indian commercial aircraft.,High-demand,High,Must meet DGCA and international safety standards for navigation systems.,https://www.dgca.gov.in/digigov-portal/,"Navigation Accuracy, System Response Time, Failure Rate","GPS errors, Software bugs, Control surface issues","Avionics Systems Engineer, B2 Licensed Engineer","GPS Maintenance, Radar Calibration, Autopilot Testing","Diagnose nav system, Update software, Test autopilot, Verify sensors, Certify.","Align inertial nav, Test transponders, Calibrate radar, Inspect servos.",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Radar Systems', 'Inertial Navigation', 'Flight Control']"
Aircraft Maintenance,Aircraft Maintenance,851.0,technical skills,industry-specific,Aircraft Maintenance,Airframe Systems Maintenance,"Maintain airframe systems using appropriate resources and conduct functional tests after maintenance work. This includes maintenance of aircraft hydraulic systems, aircraft flight control systems, aircraft landing gear systems, aircraft door systems, aircraft pneumatic systems and aircraft environmental control and pressurisation systems.",AER-ACO-1031-1.1,"[""Hydraulic Systems"",""Flight Controls"",""Landing Gear""]",https://en.wikipedia.org/wiki/Airframe,"[""Airframe"",""Hydraulics"",""Landing Gear""]",4.0,"Structural Inspection, System Pressure Test","DGCA B1/B2 License, Airframe Certification",Airframe maintenance for Indian airlines and defense aircraft.,High-demand,High,DGCA CAR M and CAR 145 govern airframe maintenance and repairs.,https://www.dgca.gov.in/digigov-portal/,"System Pressure Integrity, Control Response, Inspection Pass Rate","Hydraulic leaks, Structural cracks, Corrosion","Airframe Engineer, Licensed Aircraft Mechanic","Hydraulic Repair, Flight Control Rigging, Corrosion Treatment","Inspect airframe, Test hydraulics, Service landing gear, Check controls, Document.","Service actuators, Test doors, Inspect for cracks, Lubricate systems.",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Hydraulic Systems', 'Flight Controls', 'Landing Gear']"
Aircraft Engine / Component Maintenance,Aircraft Engine / Component Maintenance,850.0,technical skills,industry-specific,Aircraft Maintenance,"Electrical Termination, Connection and Measurement","Perform electrical terminations, connections and measurements using appropriate resources. This includes crimping, soldering, wire wrapping and harnessing, as well as checking serviceability of electrical components, wires and cables.",AER-MAI-1048-1.1,"[""Crimping"",""Soldering"",""Harnessing"",""Electrical Testing""]",https://en.wikipedia.org/wiki/Crimping_(electrical),"[""Electrical Termination"",""Wiring"",""Measurement""]",3.0,"Practical Soldering Test, Continuity Check","IPC/WHMA-A-620 Certification, Basic Avionics Course",Wiring harness fabrication for aerospace manufacturers in India.,High-demand,Medium,Workmanship must meet IPC standards and DGCA guidelines for electrical safety.,https://www.ipc.org/,"Connection Reliability, Resistance Measurement, Visual Inspection","Cold solder joints, Incorrect crimping, Poor insulation","Avionics Wireman, Electrical Technician","Crimping, Soldering, Harnessing, Multimeter Use","Strip wire, Crimp terminal, Solder connection, Test continuity, Insulate.","Crimp pins, Solder joints, Wrap harness, Test circuits, Label wires.",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Crimping', 'Soldering', 'Harnessing', 'Electrical Testing']"
Aircraft Engine / Component Maintenance,Aircraft Engine / Component Maintenance,850.0,technical skills,industry-specific,Aircraft Maintenance,Electrical Wiring Interconnection Systems Maintenance,"Maintain electrical wiring interconnection systems using appropriate resources and conduct functional checks after maintenance work. This includes identification and correction of wiring system degradation, incorporation of zonal inspection concept and adoption of proactive maintenance practices.",AER-MAI-1073-1.1,"[""Wiring Degradation"",""Zonal Inspection"",""Proactive Maintenance""]",https://en.wikipedia.org/wiki/Wiring_harness,"[""EWIS"",""Zonal Inspection"",""Wiring""]",4.0,"Visual Inspection, Continuity Test","EWIS Training, DGCA Approval",EWIS maintenance for Indian MROs and airlines.,High-demand,High,DGCA mandates EWIS compliance for enhanced aircraft safety.,https://www.dgca.gov.in/digigov-portal/,"Wiring Integrity, Inspection Coverage, Defect Detection","Chafed wires, Corroded connectors, EMI issues","EWIS Specialist, Senior Avionics Tech","Zonal Inspection, Connector Maintenance, Shielding","Plan inspection, Check zones, Test wiring, Repair defects, Update records.","Inspect looms, Test connectors, Replace clamps, Document findings.",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Wiring Degradation', 'Zonal Inspection', 'Proactive Maintenance']"
Aircraft Engine / Component Maintenance,Aircraft Engine / Component Maintenance,850.0,technical skills,industry-specific,Aircraft Maintenance,Sheet Metal Structures Maintenance,"Maintain and repair sheet metal structures using appropriate resources and conduct inspection checks after maintenance work. This includes performance of simple surface corrosion treatments, fabrication of sheet metal parts, installation and removal of fasteners.",AER-MAI-1074-1.1,"[""Corrosion Treatment"",""Fabrication"",""Fastener Installation""]",https://en.wikipedia.org/wiki/Sheet_metal,"[""Sheet Metal"",""Fabrication"",""Corrosion""]",3.0,"Practical Fabrication Test, Visual Inspection","Sheet Metal Repair Course, DGCA Approval",Sheet metal repairs for aircraft structures in Indian hangars.,High-demand,Medium,Repairs must conform to SRM and DGCA structural integrity standards.,https://www.dgca.gov.in/digigov-portal/,"Repair Accuracy, Leak Test Results, Surface Finish","Over-riveting, Incorrect bend radius, Poor corrosion treatment","Aircraft Structures Technician, Sheet Metal Worker","Riveting, Bending, Corrosion Prevention, Drilling","Assess damage, Cut patch, Form metal, Install fasteners, Seal.","Cut sheets, Drill holes, Install rivets, Apply sealant, Inspect.",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Corrosion Treatment', 'Fabrication', 'Fastener Installation']"
Aircraft Engine / Component Maintenance,Aircraft Engine / Component Maintenance,850.0,functional skills,job-role-specific,Business Development and Strategy Management,Business Performance Management,"Implement organisational performance systems to meet business plans and objectives by establishing performance indicators, tracking progress and addressing gaps",AER-BIN-3070-1.1,"[""KPIs"",""Performance Tracking"",""Gap Analysis""]",https://en.wikipedia.org/wiki/Performance_indicator,"[""Performance Management"",""KPIs"",""Metrics""]",4.0,"KPI Review, Strategic Report","PMI Certification, Six Sigma",Implementing performance systems for Indian aerospace firms.,Emerging,High,Aligns with Indian Companies Act and corporate governance standards.,https://www.mca.gov.in/,"Goal Achievement Rate, Metric Accuracy, Improvement Percentage","Incorrect KPI selection, Data inaccuracy, Poor alignment","Business Strategy Manager, Performance Analyst","Data Analysis, Reporting, Strategy Alignment","Define KPIs, Collect data, Analyze gaps, Implement changes, Review.","Set targets, Track metrics, Report progress, Adjust plans.",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['KPIs', 'Performance Tracking', 'Gap Analysis']"
Aircraft Engine / Component Maintenance,Aircraft Engine / Component Maintenance,850.0,functional skills,job-role-specific,Business Development and Strategy Management,Strategy Planning,Develop organisational strategies and policies by analysing the impact of internal and external influencing factors and seeking consultation from relevant stakeholders.,AER-BIN-4049-1.1,"[""Stakeholder Consultation"",""Policy Development"",""SWOT Analysis""]",https://en.wikipedia.org/wiki/Strategic_planning,"[""Strategy"",""Planning"",""Stakeholders""]",5.0,"Strategic Plan Submission, Stakeholder Feedback","MBA, Strategic Management Certification",Developing strategies for Indian aerospace manufacturing units.,Emerging,High,Must comply with Indian corporate and industrial policies.,https://www.mca.gov.in/,"Plan Adoption Rate, Stakeholder Satisfaction, Objective Met","Lack of stakeholder input, Unrealistic goals, Poor analysis","Strategy Director, Business Consultant","SWOT Analysis, Policy Formulation, Consultation","Analyze environment, Consult stakeholders, Draft plan, Approve, Implement.","Conduct SWOT, Draft policies, Present plan, Gain approval.",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Stakeholder Consultation', 'Policy Development', 'SWOT Analysis']"
Aircraft Engine / Component Maintenance,Aircraft Engine / Component Maintenance,850.0,functional skills,job-role-specific,Business Development and Strategy Management,Business Opportunities Development,Identify new business opportunities to better meet the needs of existing markets and bring benefits to the organisation,AER-CFC-2003-1.1,"[""Market Analysis"",""Needs Assessment"",""Proposal Writing""]",https://en.wikipedia.org/wiki/Business_development,"[""Business Development"",""Market Research""]",4.0,"Proposal Evaluation, Market Analysis Report",Business Development Certification,Identifying new markets for Indian aerospace components.,Emerging,Medium,Subject to Indian trade policies and foreign collaboration rules.,https://www.dgft.gov.in/,"Opportunity Conversion Rate, Revenue Growth, Market Share","Poor market research, Unviable proposals, Regulatory hurdles","Business Development Manager, Market Analyst","Market Research, Proposal Writing, Negotiation","Research market, Identify need, Develop proposal, Pitch, Close deal.","Analyze trends, Identify gaps, Write proposal, Negotiate.",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Market Analysis', 'Needs Assessment', 'Proposal Writing']"
Aircraft Engine / Component Maintenance,Aircraft Engine / Component Maintenance,850.0,digital & data skills,digital literacy,Business Development and Strategy Management,Knowledge Management,"Develop and deploy systematic management of information within databases, documents, policies and procedures, as well as promote knowledge as a strategic organisational asset and key enabler of organisational learning.",AER-ICT-1003-1.1,"[""Database Management"",""Information Systems"",""Organizational Learning""]",https://en.wikipedia.org/wiki/Knowledge_management,"[""Knowledge Management"",""Databases"",""Learning""]",4.0,"System Audit, User Feedback","Knowledge Management Certification, IT Course",Implementing KM systems for Indian engineering firms.,Emerging,Medium,Data handling must comply with Indian IT Act and privacy laws.,https://www.meity.gov.in/,"System Usability, Data Accuracy, User Engagement","Poor data organization, Low user adoption, Security lapses","Knowledge Manager, IT Systems Analyst","Database Design, Documentation, Training","Assess needs, Choose system, Populate data, Train users, Maintain.","Create databases, Document procedures, Train staff, Update content.",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Database Management', 'Information Systems', 'Organizational Learning']"
Aircraft Engine / Component Maintenance,Aircraft Engine / Component Maintenance,850.0,technical skills,industry-specific,Component Maintenance,Aircraft Batteries Maintenance,Service and maintain aircraft batteries using appropriate resources and conduct functional checks.,AER-MAI-1075-1.1,"[""Battery Servicing"",""Charging"",""Functional Testing""]",https://en.wikipedia.org/wiki/Aircraft_battery,"[""Battery Maintenance"",""Charging"",""Testing""]",3.0,"Voltage Test, Load Test","Battery Handling Course, DGCA Approval",Maintaining aircraft batteries for Indian regional airlines.,High-demand,Medium,Must follow DGCA and manufacturer guidelines for battery safety.,https://www.dgca.gov.in/digigov-portal/,"Battery Life, Charge Capacity, Failure Rate","Overcharging, Acid leaks, Incorrect installation","Avionics Technician, Battery Specialist","Charging, Testing, Handling, Disposal","Inspect battery, Test voltage, Charge, Load test, Record.","Check electrolyte, Clean terminals, Perform load test, Reinstall.",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Battery Servicing', 'Charging', 'Functional Testing']"
