department,sub_department,department_id,category,sub_category,micro_category,title,description,skill_code,related_skills,bussiness_links,custom_tags,proficiency_level,assesment_method,certification_qualifications,experience_project,skill_status,skill_importance,legal_compliance_relevance,sop_practice_link,performance_metrics,common_errors_tips,sme_contacts,sub_skills,skill_flow,tasklist,status,approve_status,sub_institute_id,created_by,created_at,proficiency_level_encoded,related_skills_parsed,skill_importance_encoded
Financial Forensics,Financial Forensics,843.0,functional skills,private equity,"Risk, Compliance and Governance",Fraud Detection and Prevention,Perform review of internal controls and systems to detect and prevent potential fraud,ACC-CGP-3020-1.1,"[""Investment Analysis"",""Deal Sourcing"",""Portfolio Management""]",https://en.wikipedia.org/wiki/Private_equity,"[""Private Equity"",""Investments"",""Portfolio""]",5.0,"Deal Analysis,Management","Private Equity Courses,CFA",Managing private equity investments and deals,High-demand,High,SEBI and investment regulations apply,https://www.investopedia.com/terms/p/privateequity.asp,"Investment Returns,Deal Success","Poor due diligence,Failed exits","Private Equity Manager,Investor","Deal Sourcing,Management","Source deals,Analyze,Invest,Manage","Identify investments,Conduct due diligence,Manage portfolio",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Investment Analysis', 'Deal Sourcing', 'Portfolio Management']",3.0
Financial Forensics,Financial Forensics,843.0,functional skills,venture capital,"Risk, Compliance and Governance",Fraud Investigation Planning and Execution,Perform review of internal controls and systems to determine if fraudulent activities have occurred,ACC-CGP-3021-1.1,"[""Startup Investing"",""Portfolio Management"",""Exit Planning""]",https://en.wikipedia.org/wiki/Venture_capital,"[""Venture Capital"",""Startup Investing"",""Exits""]",5.0,"Investment Analysis,Management",Venture Capital Courses,Investing in startups and venture deals,High-demand,High,SEBI and startup investment regulations,https://www.investopedia.com/terms/v/venturecapital.asp,"Investment Returns,Exit Success","High risk,Poor exits","Venture Capitalist,Investor","Deal Sourcing,Investment","Source deals,Analyze,Invest,Exit","Identify startups,Invest,Support growth,Exit",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Startup Investing', 'Portfolio Management', 'Exit Planning']",3.0
Assurance,Assurance,838.0,functional skills,restructuring,"Risk, Compliance and Governance",Professional and Business Ethics,Foster strong ethical standards and resolve ethical conflicts in accordance with the relevant principles and processes,ACC-PVE-3002-1.1,"[""Turnaround Management"",""Financial Reorganization"",""Debt Management""]",https://en.wikipedia.org/wiki/Restructuring,"[""Restructuring"",""Turnaround"",""Debt Management""]",5.0,"Restructuring Plans,Implementation","Restructuring Certification,CA",Managing financial restructuring and turnarounds,High-demand,High,Insolvency and bankruptcy code compliance,https://www.investopedia.com/terms/r/restructuring.asp,"Turnaround Success,Debt Reduction","Poor planning,Failed turnaround","Restructuring Advisor,Consultant","Analysis,Planning,Implementation","Analyze situation,Plan restructuring,Implement","Assess financials,Develop plan,Implement restructuring",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Turnaround Management', 'Financial Reorganization', 'Debt Management']",3.0
Enterprise Risk Management,Enterprise Risk Management,840.0,functional skills,insolvency,"Risk, Compliance and Governance",Environment and Social Governance,Understand the latest industry and/or client standards regarding Environment and Social Governance (ESG) and undertake ESG research activities,ACC-PVE-3012-1.1,"[""Bankruptcy Proceedings"",""Resolution Planning"",""Compliance""]",https://en.wikipedia.org/wiki/Insolvency,"[""Insolvency"",""Bankruptcy"",""Resolution""]",5.0,"Insolvency Cases,Plans","Insolvency Certification,CA",Handling insolvency and bankruptcy matters,High-demand,High,Insolvency and Bankruptcy Code compliance,https://www.ibbi.gov.in/,"Resolution Success,Timeliness","Legal non-compliance,Poor plans","Insolvency Professional,Consultant","Case Management,Resolution","Manage case,Develop plan,Implement","Handle insolvency cases,Develop resolution plans,Implement",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Bankruptcy Proceedings', 'Resolution Planning', 'Compliance']",3.0
Financial Accounting,Financial Accounting,841.0,functional skills,debt advisory,"Risk, Compliance and Governance",Internal Controls,Evaluate effectiveness and efficiency of internal controls in the organisation,ACC-RIM-2005-1.1,"[""Debt Structuring"",""Financing"",""Restructuring""]",https://en.wikipedia.org/wiki/Debt,"[""Debt Advisory"",""Structuring"",""Financing""]",4.0,"Debt Analysis,Structuring","Debt Advisory Courses,CA",Advising on debt financing and restructuring,High-demand,High,RBI and debt regulations apply,https://www.investopedia.com/terms/d/debt.asp,"Debt Cost,Structure Optimization","Poor terms,High cost","Debt Advisor,Consultant","Analysis,Structuring","Analyze needs,Structure debt,Arrange","Analyze financing needs,Structure debt,Arrange financing",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Debt Structuring', 'Financing', 'Restructuring']",3.0
Financial Accounting,Financial Accounting,841.0,functional skills,equity advisory,"Risk, Compliance and Governance",Regulatory Compliance,"Comply with policies, procedures, and external regulations",ACC-RIM-3001-1.1,"[""Equity Financing"",""Structuring"",""Investor Management""]",https://en.wikipedia.org/wiki/Equity_(finance),"[""Equity Advisory"",""Financing"",""Structuring""]",4.0,"Equity Analysis,Structuring","Equity Financing Courses,CA",Advising on equity financing and structuring,High-demand,High,SEBI and equity regulations apply,https://www.investopedia.com/terms/e/equity.asp,"Financing Success,Investor Satisfaction","Poor valuation,Dilution issues","Equity Advisor,Investment Banker","Analysis,Structuring","Analyze needs,Structure equity,Arrange","Evaluate equity needs,Structure issuance,Arrange financing",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Equity Financing', 'Structuring', 'Investor Management']",3.0
Internal Audit,Internal Audit,844.0,functional skills,financial due diligence,"Risk, Compliance and Governance",Enterprise Risk Management,Assess the adequacy of risk management process and frameworks,ACC-RIM-3002-1.1,"[""Financial Investigation"",""Risk Assessment"",""Reporting""]",https://en.wikipedia.org/wiki/Financial_due_diligence,"[""Financial Due Diligence"",""Investigation"",""Reporting""]",4.0,"Diligence Projects,Reports","Due Diligence Certification,CA",Conducting financial due diligence for transactions,High-demand,High,Accounting standards and compliance,https://www.investopedia.com/terms/f/financial-duediligence.asp,"Risk Identification,Report Accuracy","Overlooking risks,Poor analysis","Financial Due Diligence Expert,Consultant","Data Collection,Analysis","Gather financials,Analyze risks,Report","Collect financial data,Analyze risks,Prepare report",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Financial Investigation', 'Risk Assessment', 'Reporting']",3.0
Enterprise Risk Management,Enterprise Risk Management,840.0,functional skills,commercial due diligence,"Risk, Compliance and Governance",Fraud Risk Management,Evaluate organisation's potential for occurrence of fraud and develop fraud risk awareness throughout the organisation,ACC-RIM-3003-1.1,"[""Market Analysis"",""Commercial Risk"",""Opportunity Assessment""]",https://en.wikipedia.org/wiki/Due_diligence,"[""Commercial Due Diligence"",""Market Analysis"",""Risk""]",4.0,"Market Studies,Reports",Commercial Due Diligence Courses,Conducting commercial due diligence for deals,High-demand,Medium,Market and competition regulations,https://www.investopedia.com/terms/c/commercial-duediligence.asp,"Market Insight,Risk Identification","Poor market analysis,Missed risks","Commercial Due Diligence Expert,Consultant","Market Research,Analysis","Research market,Analyze risks,Report","Study market,Assess competition,Report risks",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Market Analysis', 'Commercial Risk', 'Opportunity Assessment']",2.0
Internal Audit,Internal Audit,844.0,functional skills,operational due diligence,"Risk, Compliance and Governance",Governance,Evaluate and improve governance practices in the organisation,ACC-RIM-3004-1.1,"[""Operational Review"",""Efficiency Assessment"",""Risk Identification""]",https://en.wikipedia.org/wiki/Due_diligence,"[""Operational Due Diligence"",""Efficiency"",""Risk""]",4.0,"Operational Reviews,Reports",Operational Due Diligence Courses,Conducting operational due diligence for transactions,High-demand,Medium,Operational and efficiency standards,https://www.investopedia.com/terms/o/operational-duediligence.asp,"Efficiency Identification,Risk Assessment","Overlooking operational risks,Poor review","Operational Due Diligence Expert,Consultant","Process Review,Analysis","Review operations,Identify risks,Report","Assess operations,Identify inefficiencies,Report",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Operational Review', 'Efficiency Assessment', 'Risk Identification']",2.0
Internal Audit,Internal Audit,844.0,functional skills,tax due diligence,"Risk, Compliance and Governance",Risk Management,Apply organisational policies and procedures to manage and control financial and non-financial risks,ACC-RIM-3006-1.1,"[""Tax Risk Assessment"",""Compliance Review"",""Reporting""]",https://en.wikipedia.org/wiki/Due_diligence,"[""Tax Due Diligence"",""Risk Assessment"",""Compliance""]",4.0,"Tax Reviews,Reports","Tax Due Diligence Certification,CA",Conducting tax due diligence for transactions,High-demand,High,Tax laws and compliance requirements,https://www.investopedia.com/terms/t/tax-duediligence.asp,"Tax Risk Identification,Compliance Rate","Missing risks,Non-compliance","Tax Due Diligence Expert,Consultant","Tax Review,Analysis","Review tax matters,Identify risks,Report","Analyze tax compliance,Identify risks,Prepare report",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Tax Risk Assessment', 'Compliance Review', 'Reporting']",3.0
General Management,General Management,857.0,functional skills,legal due diligence,"Risk, Compliance and Governance",Risk Advisory,Provide customised risk management advice to organisations to manage and optimise risks,ACC-RIM-3034-1.1,"[""Legal Compliance"",""Contract Review"",""Risk Assessment""]",https://en.wikipedia.org/wiki/Due_diligence,"[""Legal Due Diligence"",""Compliance"",""Contract Review""]",4.0,"Legal Reviews,Reports","Legal Due Diligence Certification,LLB",Conducting legal due diligence for transactions,High-demand,High,Legal and regulatory compliance,https://www.investopedia.com/terms/l/legal-duediligence.asp,"Legal Risk Identification,Compliance","Missing legal risks,Poor review","Legal Due Diligence Expert,Lawyer","Document Review,Analysis","Review documents,Identify risks,Report","Review contracts,Assess compliance,Report risks",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Legal Compliance', 'Contract Review', 'Risk Assessment']",3.0
Enterprise Risk Management,Enterprise Risk Management,840.0,functional skills,it due diligence,"Risk, Compliance and Governance",Risk Appetite and Goals Setting,Determine and manage the organisation's risk appetite in alignment with strategic objectives,ACC-RIM-3035-1.1,"[""Technology Assessment"",""IT Risk"",""System Review""]",https://en.wikipedia.org/wiki/Due_diligence,"[""IT Due Diligence"",""Technology Assessment"",""Risk""]",4.0,"IT Reviews,Reports",IT Due Diligence Certification,Conducting IT due diligence for transactions,High-demand,Medium,IT systems and data security compliance,https://www.investopedia.com/terms/i/it-duediligence.asp,"IT Risk Identification,System Assessment","Overlooking IT risks,Poor evaluation","IT Due Diligence Expert,Consultant","System Review,Analysis","Review IT systems,Identify risks,Report","Assess IT infrastructure,Identify risks,Prepare report",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Technology Assessment', 'IT Risk', 'System Review']",2.0
Sustainability Reporting and Assurance,Sustainability Reporting and Assurance,848.0,functional skills,hr due diligence,Sustainability Reporting and Assurance,Sustainability Assurance,"Evaluate and verify the accuracy, relevance, and completeness of an organisation?s sustainability reporting and information disclosure, ensuring alignment with established regulatory standards, environmental goals, social responsibilities, and economic outcomes. Enhance the transparency, credibility, and trust in an organisation?s sustainability reporting, ensuring that informed decisions can be made.",ACC-ADV-0001-1.1,"[""Human Resources Review"",""Compliance"",""Risk Assessment""]",https://en.wikipedia.org/wiki/Due_diligence,"[""HR Due Diligence"",""Compliance"",""Risk""]",4.0,"HR Reviews,Reports",HR Due Diligence Certification,Conducting HR due diligence for transactions,High-demand,Medium,Labor laws and employment regulations,https://www.investopedia.com/terms/h/hr-duediligence.asp,"HR Risk Identification,Compliance","Missing HR risks,Non-compliance","HR Due Diligence Expert,Consultant","HR Review,Analysis","Review HR practices,Identify risks,Report","Assess HR policies,Identify risks,Prepare report",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Human Resources Review', 'Compliance', 'Risk Assessment']",2.0
Sustainability Reporting and Assurance,Sustainability Reporting and Assurance,848.0,functional skills,environmental due diligence,Sustainability Reporting and Assurance,Greenhouse Gas Accounting,"Assess, quantify, and verify greenhouse gas emissions produced by an organisation or organisational activities, to support the monitoring and management of an organisation?s carbon footprint. Ensure compliance with environmental standards and regulations, and develop strategies for the reduction of emissions and mitigation of climate change impacts.",ACC-ADV-0002-1.1,"[""Environmental Risk"",""Compliance"",""Impact Assessment""]",https://en.wikipedia.org/wiki/Due_diligence,"[""Environmental Due Diligence"",""Risk"",""Compliance""]",4.0,"Environmental Reviews,Reports",Environmental Due Diligence Certification,Conducting environmental due diligence for deals,High-demand,Medium,Environmental laws and compliance,https://www.investopedia.com/terms/e/environmental-duediligence.asp,"Environmental Risk Identification,Compliance","Missing environmental risks,Poor assessment","Environmental Due Diligence Expert,Consultant","Environmental Review,Analysis","Review environmental matters,Identify risks,Report","Assess environmental compliance,Identify risks,Prepare report",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Environmental Risk', 'Compliance', 'Impact Assessment']",2.0
